"from","to","relation","date"
"87118262521","90208511396","SPOUSE","2013-09-04"
"90208511396","87118262521","SPOUSE","2013-09-04"
"85113697370","99015504057","SIBLING","1978-06-28"
"99015504057","85113697370","SIBLING","1978-06-28"
"87474057898","81041355243","SIBLING","2000-08-18"
"81041355243","87474057898","SIBLING","2000-08-18"
"40379122367","33446405930","SIBLING","2000-01-02"
"33446405930","40379122367","SIBLING","2000-01-02"
"90766043717","74538292115","PARENT","2017-03-09"
"74538292115","90766043717","OFFSPRING","2017-03-09"
"19769920845","90857258083","PARENT","2006-11-16"
"90857258083","19769920845","OFFSPRING","2006-11-16"
"82526933183","88999167612","SPOUSE","1993-12-14"
"88999167612","82526933183","SPOUSE","1993-12-14"
"76468328120","30937646422","PARENT","2017-02-07"
"30937646422","76468328120","OFFSPRING","2017-02-07"
"48070356279","45892798683","SPOUSE","1971-11-15"
"45892798683","48070356279","SPOUSE","1971-11-15"
"99015504057","93395191107","PARENT","1973-05-23"
"93395191107","99015504057","OFFSPRING","1973-05-23"
"49737196131","36763226184","PARENT","2007-09-03"
"36763226184","49737196131","OFFSPRING","2007-09-03"
"30422525320","16867894969","SIBLING","2000-04-25"
"16867894969","30422525320","SIBLING","2000-04-25"
"11825927551","19952263664","PARENT","1988-09-23"
"19952263664","11825927551","OFFSPRING","1988-09-23"
"51074823863","85113697370","SIBLING","1978-08-01"
"85113697370","51074823863","SIBLING","1978-08-01"
"11825927551","46519294740","PARENT","2013-08-01"
"46519294740","11825927551","OFFSPRING","2013-08-01"
"10318184959","15003722057","SPOUSE","2002-01-08"
"15003722057","10318184959","SPOUSE","2002-01-08"
"76468328120","62682190910","SPOUSE","2008-05-17"
"62682190910","76468328120","SPOUSE","2008-05-17"
"70232533224","75670892400","PARENT","2008-03-15"
"75670892400","70232533224","OFFSPRING","2008-03-15"
"87118262521","46519294740","SPOUSE","2015-06-18"
"46519294740","87118262521","SPOUSE","2015-06-18"
"55789494292","60998193625","SPOUSE","2013-07-11"
"60998193625","55789494292","SPOUSE","2013-07-11"
"75670892400","69568323150","SPOUSE","1997-01-08"
"69568323150","75670892400","SPOUSE","1997-01-08"
"36191272611","70232533224","SPOUSE","1977-12-07"
"70232533224","36191272611","SPOUSE","1977-12-07"
"65024499608","90792622874","PARENT","1983-08-18"
"90792622874","65024499608","OFFSPRING","1983-08-18"
"77888219035","36763226184","SIBLING","1983-05-28"
"36763226184","77888219035","SIBLING","1983-05-28"
"87474057898","69568323150","SIBLING","1993-12-26"
"69568323150","87474057898","SIBLING","1993-12-26"
"68457066061","47674564865","SPOUSE","1984-04-19"
"47674564865","68457066061","SPOUSE","1984-04-19"
"51352605215","80309559746","SPOUSE","2016-10-27"
"80309559746","51352605215","SPOUSE","2016-10-27"
"90766043717","68457066061","SIBLING","1975-10-26"
"68457066061","90766043717","SIBLING","1975-10-26"
"64675292699","92132521081","PARENT","1976-01-17"
"92132521081","64675292699","OFFSPRING","1976-01-17"
"76465777888","31744245149","SIBLING","2008-04-29"
"31744245149","76465777888","SIBLING","2008-04-29"
"10969146971","31937916488","SIBLING","1998-06-12"
"31937916488","10969146971","SIBLING","1998-06-12"
"85113697370","69568323150","SPOUSE","1979-11-25"
"69568323150","85113697370","SPOUSE","1979-11-25"
"72309449583","56564771843","SIBLING","1987-11-30"
"56564771843","72309449583","SIBLING","1987-11-30"
"76468328120","56564771843","PARENT","2016-12-24"
"56564771843","76468328120","OFFSPRING","2016-12-24"
"19952263664","64675292699","SPOUSE","1972-04-24"
"64675292699","19952263664","SPOUSE","1972-04-24"
"42167291116","15003722057","SIBLING","2001-07-27"
"15003722057","42167291116","SIBLING","2001-07-27"
"46730468386","55059926183","PARENT","1991-07-09"
"55059926183","46730468386","OFFSPRING","1991-07-09"
"69191273419","70232533224","SIBLING","2002-05-21"
"70232533224","69191273419","SIBLING","2002-05-21"
"19769920845","69568323150","PARENT","1992-08-27"
"69568323150","19769920845","OFFSPRING","1992-08-27"
"90766043717","30422525320","SIBLING","2001-01-28"
"30422525320","90766043717","SIBLING","2001-01-28"
"19952263664","11825927551","PARENT","1974-04-04"
"11825927551","19952263664","OFFSPRING","1974-04-04"
"80309559746","10318184959","PARENT","2013-05-11"
"10318184959","80309559746","OFFSPRING","2013-05-11"
"90792622874","36763226184","SPOUSE","1998-12-12"
"36763226184","90792622874","SPOUSE","1998-12-12"
"36191272611","57074933189","SPOUSE","2002-08-07"
"57074933189","36191272611","SPOUSE","2002-08-07"
"90857258083","18536238376","PARENT","1987-04-18"
"18536238376","90857258083","OFFSPRING","1987-04-18"
"10969146971","77132792314","SPOUSE","1989-03-25"
"77132792314","10969146971","SPOUSE","1989-03-25"
"18536238376","89099625554","PARENT","1986-08-27"
"89099625554","18536238376","OFFSPRING","1986-08-27"
"71477117859","68243571508","PARENT","1975-11-22"
"68243571508","71477117859","OFFSPRING","1975-11-22"
"19081257821","77132792314","SIBLING","1981-07-26"
"77132792314","19081257821","SIBLING","1981-07-26"
"51481148599","46519294740","PARENT","1980-05-25"
"46519294740","51481148599","OFFSPRING","1980-05-25"
"51481148599","87179915573","PARENT","2011-05-14"
"87179915573","51481148599","OFFSPRING","2011-05-14"
"67320326336","90857258083","PARENT","1996-11-25"
"90857258083","67320326336","OFFSPRING","1996-11-25"
"90766043717","75311164356","SIBLING","1970-04-29"
"75311164356","90766043717","SIBLING","1970-04-29"
"68243571508","18536238376","SPOUSE","2003-07-28"
"18536238376","68243571508","SPOUSE","2003-07-28"
"90792622874","86778582069","SPOUSE","1986-05-05"
"86778582069","90792622874","SPOUSE","1986-05-05"
"18536238376","36405577647","PARENT","1986-05-29"
"36405577647","18536238376","OFFSPRING","1986-05-29"
"64675292699","51481148599","SIBLING","1970-07-05"
"51481148599","64675292699","SIBLING","1970-07-05"
"81729767675","92637325775","PARENT","1976-03-31"
"92637325775","81729767675","OFFSPRING","1976-03-31"
"55789494292","71477117859","SPOUSE","2007-01-23"
"71477117859","55789494292","SPOUSE","2007-01-23"
"97321613111","72309449583","PARENT","2001-07-16"
"72309449583","97321613111","OFFSPRING","2001-07-16"
"22319008932","97321613111","SPOUSE","1979-07-29"
"97321613111","22319008932","SPOUSE","1979-07-29"
"90857258083","90792622874","SPOUSE","1983-12-11"
"90792622874","90857258083","SPOUSE","1983-12-11"
"89099625554","92637325775","SPOUSE","2004-10-16"
"92637325775","89099625554","SPOUSE","2004-10-16"
"88999167612","64675292699","PARENT","1978-09-06"
"64675292699","88999167612","OFFSPRING","1978-09-06"
"69191273419","10318184959","SPOUSE","1986-05-03"
"10318184959","69191273419","SPOUSE","1986-05-03"
"68457066061","15292535857","SIBLING","1986-06-01"
"15292535857","68457066061","SIBLING","1986-06-01"
"89501156330","47674564865","SIBLING","1983-06-13"
"47674564865","89501156330","SIBLING","1983-06-13"
"33471662463","90766043717","SIBLING","2013-08-22"
"90766043717","33471662463","SIBLING","2013-08-22"
"19769920845","18536238376","SIBLING","1983-09-18"
"18536238376","19769920845","SIBLING","1983-09-18"
"69191273419","42043377667","SPOUSE","1971-06-02"
"42043377667","69191273419","SPOUSE","1971-06-02"
"90792622874","87474057898","SIBLING","1982-12-29"
"87474057898","90792622874","SIBLING","1982-12-29"
"16867894969","33471662463","SIBLING","2008-10-31"
"33471662463","16867894969","SIBLING","2008-10-31"
"15292535857","76468328120","SPOUSE","1996-07-13"
"76468328120","15292535857","SPOUSE","1996-07-13"
"69568323150","68243571508","SPOUSE","2005-04-09"
"68243571508","69568323150","SPOUSE","2005-04-09"
"31744245149","50534322010","SPOUSE","2011-03-26"
"50534322010","31744245149","SPOUSE","2011-03-26"
"93325550487","33553765741","SIBLING","2007-03-07"
"33553765741","93325550487","SIBLING","2007-03-07"
"62682190910","93395191107","SPOUSE","1979-03-23"
"93395191107","62682190910","SPOUSE","1979-03-23"
"67245716854","39778750260","PARENT","1997-12-15"
"39778750260","67245716854","OFFSPRING","1997-12-15"
"39778750260","95975015130","SPOUSE","2007-08-11"
"95975015130","39778750260","SPOUSE","2007-08-11"
"10969146971","69568323150","PARENT","1995-11-04"
"69568323150","10969146971","OFFSPRING","1995-11-04"
"87179915573","90792622874","SIBLING","1984-02-25"
"90792622874","87179915573","SIBLING","1984-02-25"
"39778750260","89099625554","SPOUSE","1994-06-09"
"89099625554","39778750260","SPOUSE","1994-06-09"
"31744245149","30422525320","SPOUSE","1980-03-27"
"30422525320","31744245149","SPOUSE","1980-03-27"
"10969146971","76468328120","SPOUSE","1987-09-11"
"76468328120","10969146971","SPOUSE","1987-09-11"
"46091309461","75311164356","SPOUSE","1985-06-21"
"75311164356","46091309461","SPOUSE","1985-06-21"
"93395191107","89099625554","SIBLING","1999-10-19"
"89099625554","93395191107","SIBLING","1999-10-19"
"99015504057","87179915573","PARENT","1994-05-04"
"87179915573","99015504057","OFFSPRING","1994-05-04"
"51074823863","74538292115","SPOUSE","1991-07-18"
"74538292115","51074823863","SPOUSE","1991-07-18"
"10318184959","69448536714","SPOUSE","1986-01-29"
"69448536714","10318184959","SPOUSE","1986-01-29"
"51074823863","70232533224","SIBLING","1984-07-22"
"70232533224","51074823863","SIBLING","1984-07-22"
"68457066061","77132792314","SIBLING","1986-01-17"
"77132792314","68457066061","SIBLING","1986-01-17"
"72309449583","65024499608","SIBLING","1999-02-19"
"65024499608","72309449583","SIBLING","1999-02-19"
"51074823863","19769920845","SPOUSE","1975-02-02"
"19769920845","51074823863","SPOUSE","1975-02-02"
"10318184959","10969146971","PARENT","1990-10-18"
"10969146971","10318184959","OFFSPRING","1990-10-18"
"90766043717","46091309461","PARENT","1987-11-06"
"46091309461","90766043717","OFFSPRING","1987-11-06"
"95975015130","68243571508","SIBLING","2007-02-22"
"68243571508","95975015130","SIBLING","2007-02-22"
"87179915573","50534322010","PARENT","1990-07-09"
"50534322010","87179915573","OFFSPRING","1990-07-09"
"77888219035","87179915573","SIBLING","1981-07-12"
"87179915573","77888219035","SIBLING","1981-07-12"
"65024499608","48070356279","PARENT","2015-06-20"
"48070356279","65024499608","OFFSPRING","2015-06-20"
"31190689286","22319008932","PARENT","1990-02-12"
"22319008932","31190689286","OFFSPRING","1990-02-12"
"81041355243","89099625554","PARENT","2010-06-23"
"89099625554","81041355243","OFFSPRING","2010-06-23"
"45892798683","30422525320","PARENT","1970-10-28"
"30422525320","45892798683","OFFSPRING","1970-10-28"
"10318184959","65024499608","PARENT","2013-08-18"
"65024499608","10318184959","OFFSPRING","2013-08-18"
"86491215045","92132521081","SIBLING","1985-12-17"
"92132521081","86491215045","SIBLING","1985-12-17"
"82410881555","46730468386","PARENT","2005-05-27"
"46730468386","82410881555","OFFSPRING","2005-05-27"
"75899312417","70232533224","SPOUSE","2010-09-22"
"70232533224","75899312417","SPOUSE","2010-09-22"
"90766043717","76465777888","PARENT","1995-11-21"
"76465777888","90766043717","OFFSPRING","1995-11-21"
"42043377667","90857258083","PARENT","1978-06-09"
"90857258083","42043377667","OFFSPRING","1978-06-09"
"46091309461","55789494292","SIBLING","1983-11-17"
"55789494292","46091309461","SIBLING","1983-11-17"
"58814184889","81041355243","PARENT","1995-05-06"
"81041355243","58814184889","OFFSPRING","1995-05-06"
"36191272611","90792622874","SIBLING","1978-07-11"
"90792622874","36191272611","SIBLING","1978-07-11"
"30937646422","68243571508","PARENT","1970-06-05"
"68243571508","30937646422","OFFSPRING","1970-06-05"
"45892798683","77888219035","SIBLING","1980-08-10"
"77888219035","45892798683","SIBLING","1980-08-10"
"81041355243","56564771843","SPOUSE","1970-09-13"
"56564771843","81041355243","SPOUSE","1970-09-13"
"36763226184","92132521081","SPOUSE","1998-03-15"
"92132521081","36763226184","SPOUSE","1998-03-15"
"10969146971","46519294740","PARENT","1994-03-13"
"46519294740","10969146971","OFFSPRING","1994-03-13"
"77888219035","30937646422","PARENT","1976-08-05"
"30937646422","77888219035","OFFSPRING","1976-08-05"
"81479111671","40119347287","SIBLING","2015-07-14"
"40119347287","81479111671","SIBLING","2015-07-14"
"72309449583","62682190910","PARENT","2015-12-16"
"62682190910","72309449583","OFFSPRING","2015-12-16"
"81041355243","90857258083","SIBLING","2002-04-06"
"90857258083","81041355243","SIBLING","2002-04-06"
"82526933183","36405577647","SPOUSE","1971-05-31"
"36405577647","82526933183","SPOUSE","1971-05-31"
"65024499608","31937916488","SPOUSE","1981-07-13"
"31937916488","65024499608","SPOUSE","1981-07-13"
"39778750260","36191272611","PARENT","2005-04-03"
"36191272611","39778750260","OFFSPRING","2005-04-03"
"36763226184","33471662463","SIBLING","2008-10-31"
"33471662463","36763226184","SIBLING","2008-10-31"
"89099625554","81729767675","PARENT","1975-02-23"
"81729767675","89099625554","OFFSPRING","1975-02-23"
"90857258083","65024499608","SPOUSE","2017-01-26"
"65024499608","90857258083","SPOUSE","2017-01-26"
"15292535857","55059926183","PARENT","1970-09-13"
"55059926183","15292535857","OFFSPRING","1970-09-13"
"22824903205","93325550487","SPOUSE","2017-07-07"
"93325550487","22824903205","SPOUSE","2017-07-07"
"75670892400","72309449583","SPOUSE","1994-03-01"
"72309449583","75670892400","SPOUSE","1994-03-01"
"42167291116","86778582069","SPOUSE","1983-10-14"
"86778582069","42167291116","SPOUSE","1983-10-14"
"15003722057","33471662463","SIBLING","1973-05-10"
"33471662463","15003722057","SIBLING","1973-05-10"
"40119347287","90766043717","SIBLING","2013-04-21"
"90766043717","40119347287","SIBLING","2013-04-21"
"68457066061","69448536714","SIBLING","1970-01-19"
"69448536714","68457066061","SIBLING","1970-01-19"
"76468328120","87179915573","SPOUSE","2005-07-24"
"87179915573","76468328120","SPOUSE","2005-07-24"
"69568323150","46091309461","SIBLING","2008-08-10"
"46091309461","69568323150","SIBLING","2008-08-10"
"51352605215","76465777888","PARENT","1981-11-18"
"76465777888","51352605215","OFFSPRING","1981-11-18"
"11825927551","33553765741","SPOUSE","1970-08-23"
"33553765741","11825927551","SPOUSE","1970-08-23"
"31190689286","75311164356","PARENT","1987-10-02"
"75311164356","31190689286","OFFSPRING","1987-10-02"
"58814184889","31744245149","SPOUSE","2002-03-29"
"31744245149","58814184889","SPOUSE","2002-03-29"
"46519294740","60998193625","SPOUSE","2007-04-14"
"60998193625","46519294740","SPOUSE","2007-04-14"
"88999167612","59095165555","SIBLING","1992-06-24"
"59095165555","88999167612","SIBLING","1992-06-24"
"55059926183","86491215045","SIBLING","2012-09-21"
"86491215045","55059926183","SIBLING","2012-09-21"
"87118262521","45892798683","SPOUSE","1976-02-28"
"45892798683","87118262521","SPOUSE","1976-02-28"
"33471662463","40379122367","SPOUSE","1988-07-03"
"40379122367","33471662463","SPOUSE","1988-07-03"
"58814184889","76468328120","SPOUSE","1974-01-02"
"76468328120","58814184889","SPOUSE","1974-01-02"
"81479111671","45892798683","SPOUSE","1978-05-25"
"45892798683","81479111671","SPOUSE","1978-05-25"
"42167291116","46519294740","SIBLING","2009-06-13"
"46519294740","42167291116","SIBLING","2009-06-13"
"65024499608","87118262521","SIBLING","1977-07-25"
"87118262521","65024499608","SIBLING","1977-07-25"
"90792622874","60998193625","SPOUSE","1978-10-10"
"60998193625","90792622874","SPOUSE","1978-10-10"
"77888219035","97224291214","PARENT","1999-02-04"
"97224291214","77888219035","OFFSPRING","1999-02-04"
"40119347287","39778750260","SPOUSE","1991-08-03"
"39778750260","40119347287","SPOUSE","1991-08-03"
"39778750260","46091309461","PARENT","1998-12-01"
"46091309461","39778750260","OFFSPRING","1998-12-01"
"48070356279","55059926183","SIBLING","1993-02-09"
"55059926183","48070356279","SIBLING","1993-02-09"
"84320556439","93395191107","SPOUSE","1996-04-17"
"93395191107","84320556439","SPOUSE","1996-04-17"
"97321613111","16867894969","PARENT","2009-01-01"
"16867894969","97321613111","OFFSPRING","2009-01-01"
"77132792314","51352605215","SIBLING","2003-01-02"
"51352605215","77132792314","SIBLING","2003-01-02"
"16867894969","46519294740","PARENT","1997-12-16"
"46519294740","16867894969","OFFSPRING","1997-12-16"
"46519294740","36405577647","PARENT","1988-10-25"
"36405577647","46519294740","OFFSPRING","1988-10-25"
"67320326336","36405577647","PARENT","2004-03-16"
"36405577647","67320326336","OFFSPRING","2004-03-16"
"11825927551","90792622874","SIBLING","1996-05-22"
"90792622874","11825927551","SIBLING","1996-05-22"
"69191273419","22319008932","PARENT","1974-04-30"
"22319008932","69191273419","OFFSPRING","1974-04-30"
"11825927551","90792622874","PARENT","2007-02-04"
"90792622874","11825927551","OFFSPRING","2007-02-04"
"57074933189","75899312417","SIBLING","1977-09-07"
"75899312417","57074933189","SIBLING","1977-09-07"
"27829673848","64675292699","SPOUSE","1978-02-04"
"64675292699","27829673848","SPOUSE","1978-02-04"
"69191273419","19081257821","SIBLING","1986-08-13"
"19081257821","69191273419","SIBLING","1986-08-13"
"85113697370","21840356076","SIBLING","2004-07-05"
"21840356076","85113697370","SIBLING","2004-07-05"
"82410881555","18536238376","PARENT","2000-01-10"
"18536238376","82410881555","OFFSPRING","2000-01-10"
"75311164356","47674564865","SPOUSE","1996-06-04"
"47674564865","75311164356","SPOUSE","1996-06-04"
"80309559746","90857258083","SIBLING","2002-09-20"
"90857258083","80309559746","SIBLING","2002-09-20"
"18536238376","86491215045","SIBLING","1997-03-28"
"86491215045","18536238376","SIBLING","1997-03-28"
"70232533224","88999167612","SPOUSE","2017-10-05"
"88999167612","70232533224","SPOUSE","2017-10-05"
"22319008932","31190689286","PARENT","2012-01-23"
"31190689286","22319008932","OFFSPRING","2012-01-23"
"51481148599","40379122367","SPOUSE","1994-10-14"
"40379122367","51481148599","SPOUSE","1994-10-14"
"46091309461","97224291214","SPOUSE","1992-04-25"
"97224291214","46091309461","SPOUSE","1992-04-25"
"19769920845","65024499608","SIBLING","1970-01-10"
"65024499608","19769920845","SIBLING","1970-01-10"
"84320556439","95975015130","PARENT","2001-06-14"
"95975015130","84320556439","OFFSPRING","2001-06-14"
"68457066061","46091309461","PARENT","1984-06-15"
"46091309461","68457066061","OFFSPRING","1984-06-15"
"74538292115","58814184889","PARENT","2009-02-24"
"58814184889","74538292115","OFFSPRING","2009-02-24"
"51352605215","76465777888","SPOUSE","1975-02-02"
"76465777888","51352605215","SPOUSE","1975-02-02"
"90766043717","68457066061","SIBLING","1980-03-26"
"68457066061","90766043717","SIBLING","1980-03-26"
"22319008932","50534322010","SIBLING","2014-01-16"
"50534322010","22319008932","SIBLING","2014-01-16"
"16867894969","74538292115","SPOUSE","1987-04-06"
"74538292115","16867894969","SPOUSE","1987-04-06"
"15292535857","95975015130","PARENT","1974-03-22"
"95975015130","15292535857","OFFSPRING","1974-03-22"
"27829673848","19952263664","PARENT","2019-08-28"
"19952263664","27829673848","OFFSPRING","2019-08-28"
"90792622874","84320556439","SIBLING","2017-08-11"
"84320556439","90792622874","SIBLING","2017-08-11"
"19952263664","92132521081","SIBLING","1970-12-02"
"92132521081","19952263664","SIBLING","1970-12-02"
"18536238376","80309559746","SPOUSE","1977-12-16"
"80309559746","18536238376","SPOUSE","1977-12-16"
"33471662463","18536238376","PARENT","2016-05-11"
"18536238376","33471662463","OFFSPRING","2016-05-11"
"21840356076","46519294740","PARENT","2003-01-05"
"46519294740","21840356076","OFFSPRING","2003-01-05"
"36405577647","15292535857","SPOUSE","1970-11-26"
"15292535857","36405577647","SPOUSE","1970-11-26"
"42167291116","80309559746","SIBLING","1984-06-29"
"80309559746","42167291116","SIBLING","1984-06-29"
"19952263664","75311164356","SPOUSE","1978-07-06"
"75311164356","19952263664","SPOUSE","1978-07-06"
"75670892400","92132521081","SIBLING","2012-04-15"
"92132521081","75670892400","SIBLING","2012-04-15"
"92132521081","71477117859","SPOUSE","1997-03-08"
"71477117859","92132521081","SPOUSE","1997-03-08"
"55059926183","62682190910","SPOUSE","2002-04-15"
"62682190910","55059926183","SPOUSE","2002-04-15"
"36763226184","89501156330","SPOUSE","1987-05-24"
"89501156330","36763226184","SPOUSE","1987-05-24"
"22319008932","87474057898","SIBLING","1997-01-14"
"87474057898","22319008932","SIBLING","1997-01-14"
"90792622874","40119347287","SIBLING","2004-04-12"
"40119347287","90792622874","SIBLING","2004-04-12"
"82410881555","90857258083","PARENT","2014-10-16"
"90857258083","82410881555","OFFSPRING","2014-10-16"
"81729767675","67245716854","SIBLING","2004-08-24"
"67245716854","81729767675","SIBLING","2004-08-24"
"39778750260","76465777888","SIBLING","1996-11-30"
"76465777888","39778750260","SIBLING","1996-11-30"
"59095165555","90857258083","PARENT","1998-09-18"
"90857258083","59095165555","OFFSPRING","1998-09-18"
"19652613981","51481148599","SIBLING","2005-04-15"
"51481148599","19652613981","SIBLING","2005-04-15"
"95975015130","19081257821","SIBLING","2002-07-16"
"19081257821","95975015130","SIBLING","2002-07-16"
"99015504057","68457066061","PARENT","2002-09-11"
"68457066061","99015504057","OFFSPRING","2002-09-11"
"46730468386","36405577647","SIBLING","1979-05-15"
"36405577647","46730468386","SIBLING","1979-05-15"
"67245716854","97321613111","PARENT","2013-12-27"
"97321613111","67245716854","OFFSPRING","2013-12-27"
"95975015130","81479111671","SPOUSE","1993-04-19"
"81479111671","95975015130","SPOUSE","1993-04-19"
"46091309461","31190689286","PARENT","2010-06-07"
"31190689286","46091309461","OFFSPRING","2010-06-07"
"45892798683","71477117859","SIBLING","1973-07-10"
"71477117859","45892798683","SIBLING","1973-07-10"
"69191273419","56564771843","SPOUSE","2012-06-22"
"56564771843","69191273419","SPOUSE","2012-06-22"
"36763226184","40119347287","PARENT","1983-09-18"
"40119347287","36763226184","OFFSPRING","1983-09-18"
"59095165555","27829673848","SIBLING","1992-01-30"
"27829673848","59095165555","SIBLING","1992-01-30"
"40379122367","57074933189","PARENT","1982-08-04"
"57074933189","40379122367","OFFSPRING","1982-08-04"
"58814184889","75899312417","SPOUSE","1987-12-08"
"75899312417","58814184889","SPOUSE","1987-12-08"
"18536238376","21840356076","SIBLING","2010-08-30"
"21840356076","18536238376","SIBLING","2010-08-30"
"74538292115","71477117859","SIBLING","2000-02-10"
"71477117859","74538292115","SIBLING","2000-02-10"
"67320326336","81479111671","SIBLING","1971-09-01"
"81479111671","67320326336","SIBLING","1971-09-01"
"93395191107","80309559746","SPOUSE","2016-09-23"
"80309559746","93395191107","SPOUSE","2016-09-23"
"19081257821","89099625554","SIBLING","1974-10-11"
"89099625554","19081257821","SIBLING","1974-10-11"
"64675292699","45892798683","SPOUSE","1970-01-15"
"45892798683","64675292699","SPOUSE","1970-01-15"
"39778750260","51481148599","SIBLING","1981-03-21"
"51481148599","39778750260","SIBLING","1981-03-21"
"39778750260","76468328120","SIBLING","1984-02-05"
"76468328120","39778750260","SIBLING","1984-02-05"
"31744245149","92637325775","SIBLING","1997-07-25"
"92637325775","31744245149","SIBLING","1997-07-25"
"68243571508","84320556439","SPOUSE","2011-11-11"
"84320556439","68243571508","SPOUSE","2011-11-11"
"48070356279","55789494292","SPOUSE","1989-08-28"
"55789494292","48070356279","SPOUSE","1989-08-28"
"97321613111","46519294740","SIBLING","2010-06-06"
"46519294740","97321613111","SIBLING","2010-06-06"
"81041355243","97321613111","PARENT","1981-08-23"
"97321613111","81041355243","OFFSPRING","1981-08-23"
"55789494292","69448536714","SIBLING","2004-10-23"
"69448536714","55789494292","SIBLING","2004-10-23"
"80309559746","15003722057","SPOUSE","2002-11-04"
"15003722057","80309559746","SPOUSE","2002-11-04"
"46519294740","87474057898","SIBLING","2005-09-19"
"87474057898","46519294740","SIBLING","2005-09-19"
"90766043717","31744245149","SIBLING","2007-05-14"
"31744245149","90766043717","SIBLING","2007-05-14"
"55789494292","18536238376","SPOUSE","2005-08-15"
"18536238376","55789494292","SPOUSE","2005-08-15"
"88999167612","19081257821","SIBLING","1981-02-09"
"19081257821","88999167612","SIBLING","1981-02-09"
"46519294740","90766043717","PARENT","1986-09-25"
"90766043717","46519294740","OFFSPRING","1986-09-25"
"75670892400","92637325775","SPOUSE","2013-02-08"
"92637325775","75670892400","SPOUSE","2013-02-08"
"80309559746","90766043717","SIBLING","2010-10-29"
"90766043717","80309559746","SIBLING","2010-10-29"
"90792622874","10318184959","SIBLING","1980-10-15"
"10318184959","90792622874","SIBLING","1980-10-15"
"72309449583","93325550487","PARENT","2013-06-19"
"93325550487","72309449583","OFFSPRING","2013-06-19"
"46730468386","51352605215","PARENT","1982-04-29"
"51352605215","46730468386","OFFSPRING","1982-04-29"
"30422525320","72309449583","SIBLING","1973-08-14"
"72309449583","30422525320","SIBLING","1973-08-14"
"31190689286","57074933189","SIBLING","2010-08-31"
"57074933189","31190689286","SIBLING","2010-08-31"
"80309559746","42167291116","SPOUSE","1989-12-18"
"42167291116","80309559746","SPOUSE","1989-12-18"
"89501156330","87474057898","PARENT","2006-12-12"
"87474057898","89501156330","OFFSPRING","2006-12-12"
"36405577647","30937646422","SPOUSE","2018-08-02"
"30937646422","36405577647","SPOUSE","2018-08-02"
"67245716854","59095165555","SIBLING","2018-06-04"
"59095165555","67245716854","SIBLING","2018-06-04"
"15292535857","88999167612","SPOUSE","2008-03-19"
"88999167612","15292535857","SPOUSE","2008-03-19"
"76465777888","70232533224","SPOUSE","1991-04-02"
"70232533224","76465777888","SPOUSE","1991-04-02"
"67320326336","31937916488","SPOUSE","1999-06-19"
"31937916488","67320326336","SPOUSE","1999-06-19"
"81729767675","46519294740","PARENT","1976-04-16"
"46519294740","81729767675","OFFSPRING","1976-04-16"
"46091309461","89099625554","PARENT","1979-11-04"
"89099625554","46091309461","OFFSPRING","1979-11-04"
"56564771843","90208511396","SIBLING","1999-06-28"
"90208511396","56564771843","SIBLING","1999-06-28"
"46519294740","86778582069","SIBLING","2018-11-08"
"86778582069","46519294740","SIBLING","2018-11-08"
"90857258083","60998193625","SIBLING","2011-12-13"
"60998193625","90857258083","SIBLING","2011-12-13"
"93325550487","93395191107","PARENT","1986-12-10"
"93395191107","93325550487","OFFSPRING","1986-12-10"
"92637325775","58814184889","SIBLING","2002-02-02"
"58814184889","92637325775","SIBLING","2002-02-02"
"69568323150","10969146971","PARENT","1978-12-30"
"10969146971","69568323150","OFFSPRING","1978-12-30"
"33553765741","90208511396","SIBLING","1977-11-06"
"90208511396","33553765741","SIBLING","1977-11-06"
"90208511396","31937916488","PARENT","1974-04-22"
"31937916488","90208511396","OFFSPRING","1974-04-22"
"50534322010","76465777888","PARENT","1983-03-08"
"76465777888","50534322010","OFFSPRING","1983-03-08"
"19769920845","67245716854","PARENT","1999-12-30"
"67245716854","19769920845","OFFSPRING","1999-12-30"
"77132792314","19769920845","PARENT","1999-02-05"
"19769920845","77132792314","OFFSPRING","1999-02-05"
"48070356279","70232533224","SPOUSE","2017-10-27"
"70232533224","48070356279","SPOUSE","2017-10-27"
"87179915573","68243571508","PARENT","1978-11-11"
"68243571508","87179915573","OFFSPRING","1978-11-11"
"60998193625","27829673848","SPOUSE","1971-08-21"
"27829673848","60998193625","SPOUSE","1971-08-21"
"84320556439","89501156330","SPOUSE","1997-11-12"
"89501156330","84320556439","SPOUSE","1997-11-12"
"64675292699","92637325775","PARENT","1990-08-18"
"92637325775","64675292699","OFFSPRING","1990-08-18"
"64675292699","46519294740","SPOUSE","2016-10-30"
"46519294740","64675292699","SPOUSE","2016-10-30"
"55789494292","95975015130","SPOUSE","1983-10-11"
"95975015130","55789494292","SPOUSE","1983-10-11"
"33446405930","67245716854","SPOUSE","2013-06-26"
"67245716854","33446405930","SPOUSE","2013-06-26"
"71477117859","67245716854","SPOUSE","1981-09-02"
"67245716854","71477117859","SPOUSE","1981-09-02"
"90208511396","62682190910","SIBLING","1986-02-12"
"62682190910","90208511396","SIBLING","1986-02-12"
"97321613111","22824903205","SPOUSE","1987-11-08"
"22824903205","97321613111","SPOUSE","1987-11-08"
"40119347287","76468328120","SPOUSE","2014-08-27"
"76468328120","40119347287","SPOUSE","2014-08-27"
